date,month,type,repo,count
2024-06-19T15:29:40Z,6,Pull Request,fantasy/alerts,1
2024-01-09T14:50:27Z,1,Pull Request,fantasy/alerts,1
2024-09-19T14:26:33Z,9,Pull Request,fantasy/fantasy-pipeline,1
2024-06-24T18:31:32Z,6,Pull Request,fantasy/fantasy-pipeline,1
2024-06-19T15:52:11Z,6,Pull Request,fantasy/fantasy-pipeline,1
2024-05-22T15:18:45Z,5,Pull Request,fantasy/fantasy-terraform-dev,1
2024-04-04T20:16:59Z,4,Pull Request,fantasy/fantasy-terraform-dev,1
2024-01-29T13:17:12Z,1,Pull Request,fantasy/fantasy-terraform-dev,1
2024-11-20T22:06:42Z,11,Pull Request,fantasy/gateway,1
2024-11-04T13:15:21Z,11,Pull Request,fantasy/gateway,1
2024-08-14T17:29:42Z,8,Pull Request,fantasy/gateway,1
2024-11-04T19:56:24Z,11,Pull Request,fantasy/fantasy-desplegar,1
2024-11-04T18:46:49Z,11,Pull Request,fantasy/fantasy-desplegar,1
2024-09-27T13:39:56Z,9,Pull Request,fantasy/fantasy-desplegar,1
2024-06-24T20:49:59Z,6,Pull Request,fantasy/fantasyctl,1
2024-06-19T15:18:06Z,6,Pull Request,fantasy/fantasyctl,1
2024-01-24T18:51:25Z,1,Pull Request,fantasy/fantasyctl,1
2024-06-24T20:26:13Z,6,Pull Request,fantasy/dart,1
2024-06-19T15:38:19Z,6,Pull Request,fantasy/dart,1
2024-01-10T17:41:53Z,1,Pull Request,fantasy/dart,1
2024-02-07T20:46:40Z,2,Pull Request,fantasy/promtail,1
2024-01-09T14:59:57Z,1,Pull Request,fantasy/promtail,1
2024-11-21T13:02:40Z,11,Pull Request,fantasy/torwart,1
2024-10-28T20:18:32Z,10,Pull Request,fantasy/torwart,1
2024-05-22T15:16:25Z,5,Pull Request,fantasy/fantasy-terraform-prod,1
2024-01-29T13:17:46Z,1,Pull Request,fantasy/fantasy-terraform-prod,1
2024-01-09T15:13:23Z,1,Pull Request,fantasy/karpenter,1
2024-09-04T15:02:58Z,9,Pull Request,fantasy/load-balancers,1
2024-01-11T15:49:27Z,1,Pull Request,fantasy/load-balancers,1
2024-10-24T17:23:05Z,10,Pull Request,fantasy/vulnerability-ticket-step,1
2024-10-23T18:39:19Z,10,Pull Request,fantasy/vulnerability-ticket-step,1
2024-01-09T14:17:06Z,1,Pull Request,fantasy/grafana-users-dashboards,1
2024-01-10T19:06:10Z,1,Pull Request,fantasy/fantasy-tcp,1
2024-01-08T16:25:01Z,1,Pull Request,fantasy/grafana-dashboards,1
2024-01-17T18:32:00Z,1,Pull Request,fantasy/fantasy-service-test-a,1
2024-03-21T18:12:17Z,3,Pull Request,fantasy/fantasy-lookout-ui,1
2024-05-31T15:25:47Z,5,Pull Request,fantasy/fantasy-envy,1
2024-06-24T20:21:51Z,6,Pull Request,fantasy/fantasy-scripts,1
2024-06-24T21:08:47Z,6,Pull Request,fantasy/netdata,1
2024-08-07T18:59:51Z,8,Pull Request,fantasy/fantasy-cloud-puppet,1
2024-09-10T16:25:00Z,9,Pull Request,fantasy/fantasy-empacar,1
